order_id,order_datetime,customer_id,total_amount,num_items
39799874,2024-02-10T22:24:59.152404,1,67.12,3
39823369,2024-02-01T17:59:50.639891,28,40.80,3
39854795,2024-02-10T15:12:48.001952,11,74.63,2
39870667,2024-02-10T16:00:12.333946,3,42.50,2
39893153,2024-02-01T15:20:46.196344,9,22.26,1
39900665,2024-02-02T13:05:32.264198,1,25.44,2
39926019,2024-02-02T22:03:21.785862,27,76.35,4
39933855,2024-02-05T13:25:28.919998,7,66.20,4
39942837,2024-02-08T07:50:07.435905,14,96.28,5
39952823,2024-02-01T11:33:40.469288,24,14.86,2
39967497,2024-02-06T02:52:12.501744,9,37.00,4
39972683,2024-02-05T10:47:22.330301,7,41.54,3
40032793,2024-02-02T10:38:01.717032,23,26.78,2
40047153,2024-02-01T10:13:33.975832,6,67.22,3
40051027,2024-02-01T14:56:18.234632,14,31.00,4
40064471,2024-02-01T20:43:34.623830,24,36.47,3
40092321,2024-02-02T15:57:06.283039,22,9.74,1
40104080,2024-02-01T12:51:30.140846,1,45.89,2
40110478,2024-02-06T07:04:35.118921,2,128.40,4
40125045,2024-02-08T18:16:45.215742,4,23.54,3
40128123,2024-02-08T04:39:30.717748,20,13.18,2
40143824,2024-02-05T19:24:06.133709,28,8.38,1
40185452,2024-02-03T22:29:06.699812,1,100.27,5
40187257,2024-02-06T01:48:53.466932,16,55.78,3
40187842,2024-02-05T01:49:16.765045,27,52.45,3
40194646,2024-02-02T19:55:36.375010,29,54.29,2
40205647,2024-02-01T09:24:01.423677,28,88.57,4
40226593,2024-02-06T07:17:13.596431,23,4.53,1
40247225,2024-02-08T06:19:09.205796,24,12.66,1
40249985,2024-02-02T16:40:46.100690,23,18.74,1
40268241,2024-02-01T13:38:47.162408,30,36.61,3
40304403,2024-02-03T05:33:01.002767,26,35.53,4
40317449,2024-02-02T05:15:36.511955,3,45.80,1
40320032,2024-02-06T09:17:57.359948,1,52.48,4
40336151,2024-02-06T06:10:10.251495,16,9.90,1
40343522,2024-02-01T08:43:49.147486,26,15.60,2
40367507,2024-02-06T02:56:20.990769,28,52.08,4
40368274,2024-02-09T11:18:51.772876,10,3.97,1
40370909,2024-02-01T09:48:40.740361,7,7.65,1
40376469,2024-02-04T20:53:10.182876,15,66.62,4
40397418,2024-02-06T00:27:28.639766,13,23.53,3
40402208,2024-02-06T07:56:21.312606,24,63.20,4
40420173,2024-02-01T19:31:20.697324,1,55.75,2
40425192,2024-02-09T05:57:23.977493,18,11.91,1
40441950,2024-02-10T11:09:57.003205,2,81.99,4
40461970,2024-02-02T22:28:51.519847,22,70.72,5
40470421,2024-02-02T07:15:11.149234,29,119.05,5
40496781,2024-02-02T16:48:49.963242,13,42.40,2
40496910,2024-02-09T01:31:56.237337,25,83.61,3
40516996,2024-02-05T01:10:19.175197,19,18.30,3
40536482,2024-02-01T00:44:02.696038,17,51.70,2
40572433,2024-02-09T07:42:42.113355,21,78.17,3
40577608,2024-02-08T22:57:03.021000,20,20.63,2
40585012,2024-02-02T19:56:33.729144,11,125.79,5
40591782,2024-02-01T02:47:03.890526,15,28.64,3
40615813,2024-02-02T21:57:21.741764,21,100.57,3
40616856,2024-02-02T01:47:59.123320,2,10.37,2
40620612,2024-02-08T19:04:00.012337,2,29.38,2
40640707,2024-02-06T06:19:39.018418,7,33.47,2
40661588,2024-02-08T05:44:46.110851,30,7.40,3
40662708,2024-02-01T21:07:44.928284,11,4.55,2
40680017,2024-02-01T08:56:21.815297,24,55.15,2
40681771,2024-02-08T14:10:47.307075,12,42.73,2
40686484,2024-02-01T04:20:06.889693,27,14.16,1
40696430,2024-02-06T20:21:49.387872,15,25.43,2
40715212,2024-02-02T09:46:47.168285,8,45.00,2
40724781,2024-02-10T20:35:44.099324,4,51.15,5
40735033,2024-02-01T03:01:24.421919,29,58.75,4
40769170,2024-02-10T22:00:34.300590,14,15.08,1
40769344,2024-02-09T06:30:55.208361,21,12.27,1
40773037,2024-02-08T12:46:29.151777,12,57.75,5
40783277,2024-02-01T21:33:28.426826,5,47.50,3
40790966,2024-02-02T02:08:01.612549,30,39.00,2
40808222,2024-02-08T13:48:05.427193,2,44.62,5
40821119,2024-02-05T01:54:25.762198,30,7.65,1
40821685,2024-02-06T11:11:12.020045,1,61.07,3
40825389,2024-02-10T15:50:04.807479,6,4.28,1
40828896,2024-02-09T11:40:47.935615,29,51.20,4
40835309,2024-02-06T20:19:35.566341,1,45.21,3
40840395,2024-02-06T13:11:00.374052,19,24.10,2
40864232,2024-02-10T14:02:44.460460,23,21.05,1
40869680,2024-02-04T10:54:17.627410,22,42.27,3
40898558,2024-02-08T03:02:24.267277,19,46.35,4
40941917,2024-02-10T05:22:34.626034,25,79.20,5
40943353,2024-02-10T16:53:54.224429,23,51.91,3
40945763,2024-02-02T10:24:42.988959,3,47.16,4
40953555,2024-02-01T11:35:18.137212,3,37.66,4
40957580,2024-02-01T04:25:27.545144,8,53.02,2
40960187,2024-02-08T05:47:53.217602,5,30.50,2
40971710,2024-02-05T03:35:43.905720,5,40.60,2
40976132,2024-02-06T11:58:15.583947,24,47.15,1
40989322,2024-02-01T22:45:26.199825,21,51.20,3
41023346,2024-02-05T21:13:46.161304,27,39.41,2
41037918,2024-02-05T08:55:09.005555,3,41.91,2
41039136,2024-02-08T08:48:50.882063,15,56.34,4
41040409,2024-02-05T12:13:06.814698,23,8.69,2
41044755,2024-02-01T03:40:59.298115,12,39.83,2
41060315,2024-02-05T12:14:49.025265,4,32.59,4
41070031,2024-02-04T18:15:19.399455,16,125.69,5
41090117,2024-02-08T05:40:29.777296,11,22.26,3
41090717,2024-02-08T17:56:11.525886,15,4.09,1
41094712,2024-02-01T21:27:34.797766,26,13.88,2
41113020,2024-02-08T20:18:27.549863,21,30.53,4
41115545,2024-02-01T20:52:33.015946,12,23.50,4
41118957,2024-02-05T15:34:48.995420,1,31.65,1
41131210,2024-02-10T09:53:05.184080,5,97.74,5
41135660,2024-02-08T14:30:56.265816,7,61.44,5
41147938,2024-02-06T21:52:07.138900,19,55.72,2
41149804,2024-02-02T23:42:54.309485,10,41.52,5
41150948,2024-02-02T22:53:35.306374,26,3.29,1
41168955,2024-02-05T19:14:34.795854,26,23.11,2
41185419,2024-02-09T16:52:03.483948,30,54.01,4
41215668,2024-02-04T19:13:09.708510,11,6.18,1
41228345,2024-02-01T02:19:21.242512,4,13.42,3
41230070,2024-02-01T08:05:13.065462,9,29.94,3
41230337,2024-02-08T07:12:41.738334,22,86.66,4
41250554,2024-02-08T23:22:39.921461,3,48.91,4
41268800,2024-02-04T04:06:05.277138,13,4.28,1
41269353,2024-02-10T19:04:44.763711,19,37.70,1
41276484,2024-02-02T00:00:49.634215,25,17.15,2
41277872,2024-02-02T18:40:37.171560,30,16.92,2
41281426,2024-02-02T22:16:15.597723,22,48.10,2
41291590,2024-02-09T21:03:23.396430,11,11.91,1
41303678,2024-02-05T12:12:38.560064,10,7.70,1
41329163,2024-02-06T04:02:27.189624,30,45.51,5
41337602,2024-02-05T19:23:47.587233,11,37.05,1
41347222,2024-02-08T09:34:56.139777,22,62.58,5
41351934,2024-02-03T04:02:10.965285,6,72.02,2
41353146,2024-02-09T14:28:10.482766,29,3.96,1
41354174,2024-02-04T16:09:42.909151,12,66.84,3
41365377,2024-02-01T00:38:21.459822,29,33.55,3
41377621,2024-02-01T17:30:51.693943,27,57.86,4
41385918,2024-02-02T02:57:13.965567,10,74.60,4
41387850,2024-02-10T21:50:28.829672,4,11.53,2
41389473,2024-02-06T18:27:20.634697,25,6.58,1
41391077,2024-02-05T12:41:04.625215,17,41.94,3
41426171,2024-02-08T12:54:27.299321,22,35.55,4
41433994,2024-02-10T22:35:03.310793,6,33.82,2
41439374,2024-02-09T06:06:30.602912,26,48.26,2
41463259,2024-02-05T15:46:34.503679,6,26.85,2
41467630,2024-02-09T18:03:10.432356,27,15.39,3
41483235,2024-02-01T14:20:37.912888,6,15.67,2
41529593,2024-02-09T07:11:26.979665,24,23.31,3
41532412,2024-02-08T10:41:24.544008,8,65.16,4
41562995,2024-02-06T19:48:29.632811,11,5.78,1
41563602,2024-02-01T09:55:50.349346,2,38.96,3
41564855,2024-02-08T23:32:43.082313,4,12.58,1
41570855,2024-02-08T22:26:14.070033,27,70.51,3
41588415,2024-02-01T11:29:31.712085,14,51.79,4
41589049,2024-02-05T17:49:20.863918,22,60.01,2
41590874,2024-02-01T19:32:31.658396,15,36.16,3
41594289,2024-02-04T20:31:03.631751,28,27.48,1
41620244,2024-02-08T03:45:50.397732,17,59.37,3
41637574,2024-02-02T02:52:37.890924,21,16.67,2
41637730,2024-02-02T07:50:17.860147,12,84.10,4
41666859,2024-02-06T12:57:47.670797,9,56.13,4
41691899,2024-02-09T18:19:15.446485,2,47.96,3
41692100,2024-02-04T07:54:35.797794,14,33.52,5
41729394,2024-02-10T07:35:39.690105,5,91.89,5
41733803,2024-02-01T03:31:46.826221,20,9.93,2
41734135,2024-02-08T21:19:53.831527,16,48.01,4
41737991,2024-02-01T06:59:07.087375,5,59.78,3
41741361,2024-02-06T04:45:38.308682,19,25.14,1
41742802,2024-02-08T02:33:55.655875,22,35.16,3
41749167,2024-02-01T03:06:48.198085,14,37.32,3
41757909,2024-02-02T17:37:57.678486,9,44.50,4
41783545,2024-02-09T17:55:06.725311,16,10.88,2
41784657,2024-02-08T05:11:20.373904,9,62.43,5
41794303,2024-02-06T02:51:13.867631,3,7.96,1
41796346,2024-02-08T13:30:46.152793,26,54.98,3
41797775,2024-02-08T16:12:18.678077,2,26.39,3
41801758,2024-02-02T00:24:55.114988,16,67.57,5
41825434,2024-02-01T16:50:00.662393,3,66.56,4
41853516,2024-02-09T02:30:42.835737,23,16.59,2
41856554,2024-02-06T15:08:11.858230,7,68.46,4
41888383,2024-02-01T06:13:11.184482,29,24.41,4
41888521,2024-02-09T03:36:04.108388,24,43.26,4
41891243,2024-02-01T12:20:57.547432,22,72.96,4
41902187,2024-02-01T21:49:47.766231,17,79.39,2
41915889,2024-02-08T01:07:54.976508,8,13.02,1
41917368,2024-02-04T16:07:21.174639,14,23.45,1
41922625,2024-02-01T09:37:51.755322,11,41.92,4
41930274,2024-02-06T03:22:03.513526,12,59.92,2
41950159,2024-02-04T20:27:16.083731,1,36.06,4
41964752,2024-02-09T11:23:00.137009,3,34.06,2
41979488,2024-02-01T11:16:20.278749,29,39.80,2
41984126,2024-02-10T01:01:13.636747,23,6.18,2
41987503,2024-02-08T10:19:41.560357,26,4.50,1
41991867,2024-02-01T13:25:41.766747,21,24.98,2
42000224,2024-02-10T05:03:57.120337,12,87.66,5
42006558,2024-02-05T21:37:30.886024,16,24.91,3
42040816,2024-02-04T05:07:54.034700,8,20.41,2
42043112,2024-02-01T10:37:13.567749,12,91.13,5
42044934,2024-02-06T09:26:17.298376,30,96.55,4
42050397,2024-02-06T20:12:58.173426,25,55.22,3
42052569,2024-02-08T23:11:33.712574,11,22.42,2
42062913,2024-02-02T20:23:23.525333,1,13.14,2
42063736,2024-02-08T11:38:06.138503,15,89.09,4
42083988,2024-02-01T19:23:16.408041,17,45.75,4
42086181,2024-02-06T15:44:48.306954,4,10.55,2
42102015,2024-02-04T17:19:57.299715,4,19.90,1
42114135,2024-02-09T09:05:41.763919,3,25.16,1
42117111,2024-02-09T01:20:49.625760,30,50.21,3
42142706,2024-02-06T10:42:16.926520,13,21.40,1
42159192,2024-02-02T16:23:49.281274,10,28.90,1
42160610,2024-02-01T16:30:02.421035,4,27.48,1
42163578,2024-02-05T22:08:22.823664,11,12.84,1
42166723,2024-02-01T04:13:59.152312,15,28.01,2
42168890,2024-02-06T16:36:06.786919,12,20.99,2
42177113,2024-02-01T05:43:20.552985,28,20.47,3
42177698,2024-02-08T13:38:52.150411,9,14.52,1
42179058,2024-02-09T22:01:36.603327,18,23.86,2
42210195,2024-02-03T05:14:04.474979,26,48.64,3
42212146,2024-02-04T15:35:23.681463,8,39.91,3
42216698,2024-02-02T04:27:07.697458,28,30.54,3
42220193,2024-02-10T20:09:06.034565,14,22.06,5
42228442,2024-02-10T06:55:14.869627,29,58.64,4
42228587,2024-02-04T10:46:14.871523,7,19.85,1
42233783,2024-02-09T23:54:59.816644,11,17.12,1
42254105,2024-02-09T04:29:11.689443,17,33.12,2
42294459,2024-02-08T14:24:47.422958,17,43.52,3
42296970,2024-02-03T01:55:48.861741,30,48.59,4
42316106,2024-02-07T02:05:04.807018,23,9.74,1
42327973,2024-02-05T09:49:53.103591,25,30.29,2
42336640,2024-02-08T19:29:04.248794,22,65.66,3
42349729,2024-02-09T18:18:39.118979,26,37.95,2
42350424,2024-02-06T19:56:25.138486,3,34.96,1
42350983,2024-02-09T14:15:37.658857,12,15.88,1
42362966,2024-02-06T15:24:00.430699,14,78.58,4
42369741,2024-02-03T06:05:31.765002,15,22.23,1
42377976,2024-02-01T14:36:23.887494,11,61.21,3
42396985,2024-02-10T13:19:14.124366,13,108.81,4
42401466,2024-02-06T04:52:08.681533,17,111.10,5
42405866,2024-02-09T05:54:59.674056,15,12.63,1
42420085,2024-02-02T19:14:12.944414,29,21.44,2
42424106,2024-02-02T07:23:38.357686,13,71.80,5
42434563,2024-02-01T16:10:40.162263,9,53.24,3
42442013,2024-02-09T17:29:18.170945,29,19.90,1
42449368,2024-02-01T17:49:53.577437,13,8.74,1
42455228,2024-02-08T14:30:51.039628,10,13.76,3
42483100,2024-02-06T11:53:54.413969,15,21.13,3
42484469,2024-02-08T09:49:21.298434,15,90.74,5
42485065,2024-02-03T03:24:05.393476,26,30.35,3
42486950,2024-02-01T17:05:03.992333,24,22.60,1
42506049,2024-02-03T23:00:11.662807,29,44.67,3
42509639,2024-02-01T03:35:46.445890,26,100.04,5
42513317,2024-02-08T01:03:12.247910,6,38.79,4
42514293,2024-02-10T08:04:26.561033,22,75.99,4
42517889,2024-02-08T18:22:48.993783,19,18.76,1
42524748,2024-02-04T16:32:26.140949,11,65.74,3
42526252,2024-02-08T21:54:19.994790,6,1.79,1
42545156,2024-02-01T05:53:38.624416,26,121.62,4
42551940,2024-02-09T21:47:04.900239,13,39.90,3
42556217,2024-02-08T19:05:44.370131,28,42.80,1
42557600,2024-02-02T17:48:53.928699,3,39.87,3
42565411,2024-02-02T14:13:11.535318,5,49.16,2
42566380,2024-02-06T17:59:25.510584,16,109.05,4
42573511,2024-02-10T09:21:50.553481,10,53.38,4
42586685,2024-02-08T08:28:14.642225,2,24.73,2
42589124,2024-02-01T07:19:44.890760,25,31.46,2
42600809,2024-02-01T03:50:08.274233,4,89.15,5
42606387,2024-02-01T18:52:47.287127,29,61.88,3
42612159,2024-02-09T05:13:27.067457,22,88.23,3
42615724,2024-02-09T10:15:43.844936,7,78.19,5
42625157,2024-02-05T10:40:42.440149,30,43.70,1
42632731,2024-02-03T22:37:27.085335,28,65.44,4
42635887,2024-02-10T15:46:27.757054,10,37.46,3
42636833,2024-02-01T22:26:04.278644,27,33.14,3
42638044,2024-02-06T15:58:48.403350,13,13.80,2
42653636,2024-02-09T15:24:52.581904,25,62.56,3
42661732,2024-02-06T13:20:24.973700,22,26.13,3
42670722,2024-02-09T11:00:12.513232,29,21.72,2
42672115,2024-02-05T18:51:20.191762,10,123.91,5
42676880,2024-02-06T14:04:45.901008,2,57.14,2
42704468,2024-02-02T04:24:49.368355,1,96.94,4
42704815,2024-02-05T21:42:16.688105,27,56.16,5
42706460,2024-02-01T22:04:51.656905,2,50.53,4
42707733,2024-02-01T10:05:06.342675,18,23.45,1
42746813,2024-02-01T16:57:04.335469,22,24.35,1
42756294,2024-02-08T17:32:33.498800,8,11.94,1
42768210,2024-02-05T06:55:47.887014,12,89.06,5
42787521,2024-02-05T13:05:49.292158,1,37.16,4
42808240,2024-02-03T15:32:31.681266,15,22.26,1
42810742,2024-02-01T02:55:14.303149,8,36.93,3
42822988,2024-02-06T02:18:35.392821,17,50.85,5
42832881,2024-02-01T05:17:48.927914,7,52.56,3
42841734,2024-02-09T00:02:54.882720,17,104.24,4
42856145,2024-02-01T02:22:12.699858,26,38.77,4
42860854,2024-02-02T02:37:49.390431,3,79.99,4
42862587,2024-02-04T19:51:00.795186,25,43.41,3
42869761,2024-02-02T14:59:36.597775,9,76.04,4
42871873,2024-02-01T22:03:53.454489,21,65.71,3
42876065,2024-02-04T17:40:32.389399,14,66.72,4
42920813,2024-02-06T10:53:36.781888,8,13.55,2
42935414,2024-02-02T10:00:40.836857,6,43.57,3
42946993,2024-02-06T16:04:00.990765,22,58.20,3
42955323,2024-02-08T20:02:52.451525,14,80.80,4
42982843,2024-02-06T13:25:57.437047,6,4.28,1
42991766,2024-02-04T14:27:41.163535,5,22.60,1
42995263,2024-02-05T14:26:44.185597,12,26.81,2
43001308,2024-02-03T20:01:48.105564,22,48.13,3
43041713,2024-02-08T16:55:28.270248,28,18.42,2
43062313,2024-02-05T01:16:35.171819,28,57.37,3
43063250,2024-02-01T16:00:50.492970,11,41.55,2
43063383,2024-02-08T11:35:26.106242,26,60.89,4
43068515,2024-02-01T04:28:05.356850,18,4.59,1
43069038,2024-02-08T05:17:21.868858,16,24.90,2
43109388,2024-02-06T21:23:27.783345,19,87.87,5
43120370,2024-02-08T08:47:23.576412,24,18.74,1
43135466,2024-02-02T09:29:49.579360,13,9.44,1
43165047,2024-02-08T03:36:08.751316,23,24.66,3
43226865,2024-02-09T16:14:20.344319,24,23.08,2
43229913,2024-02-05T22:03:13.656071,16,66.19,5
43235181,2024-02-09T03:56:05.135580,16,45.55,3
43241518,2024-02-02T23:25:59.741978,20,28.75,2
43252923,2024-02-05T08:19:50.076691,26,68.70,5
43254708,2024-02-01T02:37:27.303434,10,18.32,1
43277713,2024-02-09T15:37:29.038025,21,28.05,4
43288392,2024-02-06T18:44:30.120225,15,25.16,1
43311516,2024-02-08T18:54:59.246788,30,65.33,4
43315825,2024-02-02T07:22:55.361805,11,68.70,2
43319615,2024-02-05T01:06:34.033669,2,47.65,4
43324637,2024-02-08T04:23:20.753944,19,5.63,2
43326112,2024-02-09T03:33:25.493889,21,42.90,2
43327679,2024-02-10T17:04:39.305345,18,61.08,5
43355980,2024-02-04T06:21:55.523623,21,54.48,3
43360262,2024-02-01T22:26:45.316185,5,12.27,1
43360613,2024-02-05T22:16:19.100586,1,45.68,2
43366455,2024-02-06T08:40:04.955393,29,79.62,3
43437686,2024-02-08T20:10:44.188874,18,7.94,1
43450677,2024-02-08T08:39:25.522397,29,44.80,2
43462381,2024-02-06T22:16:47.732822,22,3.08,1
43463717,2024-02-09T16:04:21.854308,12,56.56,4
43464750,2024-02-02T09:43:53.317069,10,36.64,1
43468028,2024-02-09T01:40:33.182882,5,15.88,1
43472471,2024-02-08T04:49:34.685906,16,14.82,1
43484011,2024-02-06T17:25:18.614858,3,83.66,5
43508026,2024-02-09T06:44:43.301760,1,74.74,4
43517882,2024-02-06T00:20:19.723971,24,23.45,1
43520572,2024-02-06T03:50:29.852911,5,41.93,3
43528052,2024-02-02T13:13:55.770599,5,18.74,1
43555039,2024-02-06T09:14:06.574942,2,37.34,3
43559196,2024-02-04T00:44:33.289784,30,10.89,1
43580403,2024-02-03T05:38:35.000869,17,36.85,2
43592854,2024-02-01T03:46:22.604601,10,37.41,4
43600325,2024-02-06T15:23:41.963760,1,40.47,4
43619675,2024-02-08T07:22:05.368316,17,53.28,4
43619847,2024-02-04T13:03:16.828211,25,48.97,3
43635987,2024-02-01T09:40:35.781126,24,7.83,2
43636314,2024-02-01T02:47:06.210533,3,40.91,3
43642593,2024-02-06T21:14:35.065585,2,68.07,3
43656847,2024-02-09T22:12:38.216838,23,42.29,2
43657631,2024-02-08T00:14:02.494586,12,57.80,3
43675856,2024-02-09T06:11:10.508291,19,70.63,4
43689916,2024-02-01T07:29:42.607359,16,16.95,1
43700922,2024-02-09T02:07:06.192962,11,13.74,2
43704531,2024-02-06T15:51:42.992878,17,28.87,2
43711024,2024-02-01T16:46:51.210456,25,25.84,2
43719298,2024-02-01T19:13:16.378891,22,51.86,5
43723984,2024-02-02T09:22:45.338362,5,44.10,2
43735734,2024-02-01T08:04:17.621892,8,92.76,5
43738568,2024-02-06T09:50:08.317225,12,23.16,2
43745788,2024-02-02T07:00:27.762578,5,8.11,2
43749345,2024-02-06T01:46:51.600193,12,112.19,5
43753038,2024-02-06T21:47:45.433714,18,37.83,3
43764479,2024-02-09T22:46:59.590286,24,78.68,5
43788132,2024-02-02T14:27:52.793973,17,53.21,3
43799102,2024-02-06T19:37:38.338569,10,96.81,3
43807863,2024-02-09T20:38:13.516618,30,28.74,2
43812573,2024-02-05T13:30:46.352561,30,28.66,3
43817022,2024-02-02T15:46:26.601618,16,35.60,3
43818877,2024-02-08T14:04:40.413391,3,68.99,4
43820112,2024-02-01T16:06:37.766339,24,53.37,3
43832770,2024-02-08T03:19:57.604143,17,29.79,3
43833183,2024-02-06T01:12:53.616822,9,13.06,2
43851206,2024-02-01T04:44:19.023124,21,66.62,3
43852492,2024-02-09T18:49:16.112855,12,4.62,1
43852747,2024-02-09T12:18:54.155973,8,95.35,5
43853420,2024-02-07T10:31:52.614299,15,54.20,3
43874647,2024-02-10T04:11:57.067563,9,37.30,3
43882167,2024-02-06T05:01:48.435874,22,26.77,2
43887597,2024-02-08T08:42:56.421865,5,4.28,1
43924836,2024-02-02T22:47:23.592818,19,12.87,2
43937947,2024-02-09T03:49:16.964078,9,72.09,3
43943175,2024-02-01T10:52:54.090651,24,32.82,3
43950002,2024-02-10T12:25:49.430599,2,70.53,5
43955277,2024-02-01T17:40:57.309166,11,45.67,2
43978235,2024-02-04T04:16:07.172544,8,35.60,2
43981395,2024-02-08T09:49:31.338724,17,56.94,4
43983303,2024-02-06T23:11:17.326114,5,127.25,5
44007560,2024-02-08T18:22:56.633349,29,65.57,4
44017636,2024-02-09T08:02:46.330527,19,34.96,1
44030955,2024-02-06T11:43:02.262981,1,73.01,3
44035358,2024-02-10T16:44:28.846311,28,10.77,2
44055059,2024-02-01T08:53:48.522154,28,3.06,1
44071350,2024-02-09T12:09:16.484432,13,99.74,4
44086805,2024-02-06T03:53:52.546769,14,51.47,4
44089873,2024-02-09T17:03:03.900645,8,68.40,3
44114535,2024-02-04T03:47:53.734900,7,28.25,1
44122760,2024-02-03T01:32:13.170664,21,43.56,4
44123185,2024-02-09T09:59:12.543658,16,8.18,1
44126984,2024-02-02T20:12:50.072948,19,71.06,4
44140162,2024-02-01T07:31:49.948208,24,37.88,4
44146543,2024-02-08T14:15:36.086129,7,44.74,2
44154149,2024-02-01T15:14:52.277667,29,29.97,2
44155813,2024-02-03T14:03:41.350423,21,62.32,4
44167403,2024-02-01T23:52:08.611100,16,63.25,4
44176395,2024-02-06T11:39:15.773307,3,78.31,5
44177123,2024-02-04T18:22:45.735940,21,32.21,2
44184045,2024-02-08T13:19:47.100858,29,80.60,5
44206531,2024-02-01T20:27:39.382748,18,54.77,4
44233213,2024-02-01T17:05:08.886545,14,13.58,2
44252067,2024-02-06T09:44:45.779701,17,58.95,3
44260656,2024-02-10T12:41:43.140130,5,29.64,2
44268423,2024-02-08T10:19:37.590387,14,9.16,1
44289006,2024-02-10T16:42:22.491481,3,17.55,2
44301264,2024-02-02T01:12:02.786463,23,18.30,2
44301530,2024-02-08T20:05:33.916985,2,22.96,3
44307477,2024-02-09T21:20:24.624889,4,47.53,3
44308260,2024-02-02T19:10:01.817546,14,54.84,3
44308707,2024-02-08T19:38:30.768129,24,76.59,5
44309817,2024-02-08T16:40:42.306016,21,44.39,2
44317974,2024-02-04T23:13:01.183606,5,76.34,5
44318652,2024-02-02T05:44:20.306211,21,63.86,5
44332810,2024-02-09T23:28:54.630262,15,19.48,1
44351701,2024-02-01T04:42:47.587663,19,18.76,1
44352796,2024-02-08T05:57:21.808542,28,87.61,3
44357561,2024-02-08T02:56:25.793463,18,3.96,1
44363119,2024-02-06T13:55:30.897765,14,37.70,1
44366118,2024-02-07T02:02:34.367547,14,19.34,2
44375192,2024-02-03T16:48:28.862979,28,18.44,2
44380222,2024-02-03T20:56:00.250201,1,16.25,2
44385323,2024-02-05T00:40:53.239905,17,12.20,2
44389756,2024-02-03T13:30:22.755238,2,75.65,3
44397628,2024-02-06T09:04:47.513456,10,1.53,1
44399430,2024-02-06T05:23:26.363989,1,42.84,4
44402964,2024-02-09T04:21:17.330289,4,31.86,2
44432559,2024-02-01T09:52:05.151942,17,44.86,4
44448811,2024-02-10T03:01:54.625015,7,96.80,4
44466199,2024-02-10T12:14:44.683424,12,85.81,5
44472608,2024-02-05T08:35:51.009398,2,20.01,3
44499433,2024-02-01T18:32:31.580360,20,1.53,1
44510552,2024-02-01T01:45:05.172946,14,40.88,2
44512930,2024-02-05T03:28:32.313189,9,34.35,2
44543628,2024-02-08T17:42:10.890415,29,26.07,2
44555568,2024-02-09T18:14:27.928755,7,51.63,5
44570976,2024-02-05T23:54:02.076081,20,94.05,5
44581564,2024-02-04T09:47:47.275318,8,62.44,2
44595972,2024-02-06T14:54:58.424882,28,6.18,1
44621869,2024-02-02T04:48:59.551088,22,82.48,3
44635486,2024-02-02T04:29:41.194718,23,84.94,4
44636359,2024-02-03T03:15:13.284139,18,83.93,5
44641802,2024-02-04T09:33:24.844892,19,30.89,5
44644388,2024-02-08T02:04:55.222831,12,58.33,4
44654136,2024-02-01T01:48:07.459974,25,26.24,1
44682118,2024-02-02T14:36:53.675978,4,55.96,3
44695392,2024-02-09T05:32:49.501821,10,29.13,3
44697897,2024-02-09T11:17:16.996840,12,48.64,3
44705033,2024-02-06T10:32:08.376272,23,54.55,3
44725603,2024-02-06T14:43:24.362030,23,40.44,3
44736037,2024-02-07T19:08:27.189270,9,62.69,4
44737320,2024-02-08T16:03:38.973804,22,82.14,5
44747792,2024-02-01T00:39:53.237440,27,67.07,4
44759483,2024-02-02T23:32:02.917952,24,31.65,1
44760831,2024-02-04T10:49:43.625209,30,19.69,3
44774493,2024-02-08T22:36:09.717140,14,115.01,5
44779392,2024-02-04T18:05:33.596668,1,27.68,3
44792574,2024-02-04T10:16:58.850658,25,37.14,2
44804794,2024-02-01T21:30:24.168229,7,27.37,2
44807180,2024-02-02T13:33:21.253641,2,38.93,2
44807508,2024-02-01T21:04:02.313759,6,13.02,1
44816458,2024-02-09T16:35:15.646430,27,54.82,3
44831967,2024-02-06T20:56:43.463691,13,66.31,4
44833424,2024-02-04T01:06:41.453871,16,119.07,5
44836598,2024-02-10T01:00:02.219988,27,47.21,3
44842810,2024-02-01T04:20:01.537281,4,67.55,3
44848551,2024-02-06T03:52:05.805512,22,46.77,3
44850753,2024-02-01T19:14:04.345568,26,12.92,2
44854630,2024-02-08T06:26:59.770796,21,58.21,4
44861245,2024-02-03T13:41:23.365320,15,103.21,5
44875481,2024-02-02T19:30:56.239590,26,19.68,1
44914154,2024-02-01T05:55:26.568897,4,28.14,3
44924540,2024-02-06T03:32:39.566046,20,37.08,2
44951214,2024-02-05T21:36:30.730472,13,61.88,3
44967559,2024-02-10T14:31:14.032959,12,8.95,2
44968836,2024-02-06T10:00:16.808360,18,35.84,3
44969417,2024-02-02T07:47:57.324892,6,41.86,3
44995528,2024-02-10T14:23:31.452187,6,42.14,3
45004709,2024-02-06T12:29:37.351106,4,25.91,2
45004872,2024-02-01T02:20:15.258763,15,31.83,3
45011369,2024-02-10T01:30:04.007346,18,101.54,5
45015021,2024-02-10T14:34:12.713840,25,93.77,5
45015629,2024-02-08T02:39:38.612242,3,67.98,4
45016041,2024-02-05T14:15:26.308915,9,76.41,5
45019525,2024-02-02T11:30:34.171036,4,25.99,2
45054608,2024-02-01T04:40:43.676466,1,35.03,2
45056732,2024-02-06T17:54:43.669702,9,35.53,3
45057811,2024-02-02T18:35:31.471167,25,31.64,5
45062617,2024-02-09T21:22:53.979558,22,23.90,2
